customer_id,age,income,tenure_months,num_transactions,avg_transaction,signup_date,last_login,country,product,device,review_text,churn
CUST_000013,18,23876.35982469471,15,9,64.97180021331151,2023-05-29 10:17:25.471900,2023-07-15 10:17:25.471900,BR,A,tablet,satisfatório entrega - não volto (id:13),0
CUST_000014,19,,28,12,30.236381985612258,2022-10-02 10:17:25.471900,2022-10-24 10:17:25.471900,BR,C,tablet,,0
CUST_000015,33,37698.95508627286,46,17,225.05527659129635,2016-12-09 10:17:25.471900,2019-10-30 10:17:25.471900,US,B,mobile,regular preço - não volto (id:15),0
CUST_000016,27,13817.296258524742,5,3,77.40018339343145,2024-09-03 10:17:25.471900,2025-07-30 10:17:25.471900,BR,A,tablet,satisfatório preço - recomendo (id:16),0
CUST_000017,43,54857.05852523126,9,3,22.447477598984495,2017-08-17 10:17:25.471900,2020-02-22 10:17:25.471900,ES,A,mobile,,0
CUST_000018,29,19085.29585277859,13,7,39.63872938277471,2019-02-22 10:17:25.471900,2021-03-19 10:17:25.471900,BR,B,mobile,ruim entrega - não volto (id:18),0
CUST_000019,23,182603.49068982786,78,33,36.67213232091554,2023-10-12 10:17:25.471900,2025-09-29 10:17:25.471900,BR,C,mobile,,0
CUST_000020,57,145853.40430716,10,5,39.556336047015925,2022-12-29 10:17:25.471900,2023-05-30 10:17:25.471900,BR,C,mobile,,0
CUST_000021,37,62547.8838332483,11,3,44.49546724966516,2021-01-27 10:17:25.471900,2021-08-04 10:17:25.471900,ES,B,desktop,péssimo produto - faz o trabalho (id:21),0
CUST_000022,40,123612.3866121044,25,9,346.9543939369374,2017-01-17 10:17:25.471900,2023-12-10 10:17:25.471900,BR,C,mobile,satisfatório serviço - faz o trabalho (id:22),0
CUST_000023,22,38496.09994870494,13,3,271.9855669997162,2024-01-02 10:17:25.471900,2025-07-31 10:17:25.471900,BR,A,mobile,,1
CUST_000024,33,72322.73012223428,72,32,154.22734613374138,2018-07-19 10:17:25.471900,2022-10-23 10:17:25.471900,PT,B,mobile,satisfatório atendimento - voltaria (id:24),0
CUST_000025,41,137303.38778416513,53,11,53.33424705135058,2021-05-11 10:17:25.471900,2022-10-30 10:17:25.471900,BR,B,mobile,ótimo entrega - voltaria (id:25),0
CUST_000026,26,45294.85883887308,17,7,23.20137574820681,2019-07-13 10:17:25.471900,2023-03-22 10:17:25.471900,BR,D,tablet,ruim produto - faz o trabalho (id:26),0
CUST_000027,44,28863.455132914478,24,7,44.50972616021928,2021-12-02 10:17:25.471900,2023-01-13 10:17:25.471900,DE,D,desktop,péssimo preço - recomendo (id:27),0
CUST_000028,32,7830.958831677121,1,0,212.35027859778356,2020-04-04 10:17:25.471900,2023-04-23 10:17:25.471900,BR,B,desktop,excelente preço - recomendo (id:28),0
CUST_000029,36,,28,12,66.51743343710326,2023-08-19 10:17:25.471900,,BR,A,desktop,,0
CUST_000030,32,76197.26633070451,29,12,157.99211593524728,2019-10-24 10:17:25.471900,2023-02-01 10:17:25.471900,PT,C,mobile,excelente preço - voltaria (id:30),0
CUST_000031,62,,10,8,95.11931949042636,2016-01-20 10:17:25.471900,,BR,A,mobile,,0
CUST_000032,39,57178.23278050342,5,5,155.60427990703252,2019-03-13 10:17:25.471900,2023-02-27 10:17:25.471900,BR,B,desktop,ruim preço - não recomendo (id:32),0
CUST_000033,27,,59,28,118.84954530903238,2023-06-01 10:17:25.471900,,PT,B,mobile,,0
CUST_000034,49,6129.451751291983,13,3,76.64092732968945,2019-11-13 10:17:25.471900,2022-08-02 10:17:25.471900,ES,A,mobile,regular entrega - recomendo (id:34),0
CUST_000035,25,,25,5,152.8417910932905,2024-04-10 10:17:25.471900,,US,A,mobile,,0
CUST_000036,42,27614.316087540683,0,0,166.18468023052264,2018-11-05 10:17:25.471900,2020-10-20 10:17:25.471900,US,B,desktop,,0
CUST_000037,18,27401.798517011543,12,7,28.361393264066486,2024-10-01 10:17:25.471900,2025-04-19 10:17:25.471900,BR,B,mobile,,0
CUST_000038,24,63367.140744364784,40,13,88.33029125061131,2024-08-09 10:17:25.471900,2024-09-10 10:17:25.471900,BR,C,mobile,excelente entrega - voltaria (id:38),1
CUST_000039,42,,11,4,132.7594752298001,2017-05-11 10:17:25.471900,,BR,B,desktop,,0
CUST_000040,48,40585.91164924733,22,8,5.513084871299843,2017-01-08 10:17:25.471900,2023-07-26 10:17:25.471900,ES,A,mobile,bom produto - voltaria (id:40),0
CUST_000041,42,29879.902905469185,5,4,21.669417149459086,2025-04-16 10:17:25.471900,2025-10-18 10:17:25.471900,PT,A,mobile,regular atendimento - não volto (id:41),0
CUST_000042,38,287588.36867348704,12,2,2218.141276837245,2020-05-27 10:17:25.471900,2024-07-04 10:17:25.471900,BR,B,desktop,ótimo produto - faz o trabalho (id:42),0
CUST_000043,36,40617.175183680854,63,19,116.66942986868105,2018-11-18 10:17:25.471900,2025-04-20 10:17:25.471900,BR,B,mobile,péssimo serviço - não volto (id:43),0
CUST_000044,22,17232.210512399794,20,11,147.48802841792582,2018-01-09 10:17:25.471900,2024-04-01 10:17:25.471900,US,B,tablet,regular entrega - não volto (id:44),0
CUST_000045,31,40464.43434135742,55,18,47.32058300275317,2021-10-03 10:17:25.471900,2024-01-11 10:17:25.471900,PT,D,mobile,bom atendimento - não recomendo (id:45),0
CUST_000046,34,54487.7455295088,55,18,31.46488860588243,2025-01-03 10:17:25.471900,2025-06-04 10:17:25.471900,PT,A,mobile,ótimo serviço - não recomendo (id:46),0
CUST_000047,52,43858.220865938056,69,25,57.97631914569501,2025-03-02 10:17:25.471900,2025-05-25 10:17:25.471900,BR,C,desktop,,0
CUST_000048,44,54818.75947841551,54,22,174.15746811960696,2017-04-19 10:17:25.471900,2019-08-03 10:17:25.471900,US,A,mobile,regular preço - faz o trabalho (id:48),0
CUST_000049,18,53657.30228094725,0,1,100.57133650070311,2022-09-27 10:17:25.471900,2023-01-01 10:17:25.471900,US,C,mobile,regular preço - recomendo (id:49),0
CUST_000050,43,7370.88445892463,65,25,67.29847526569726,2019-12-10 10:17:25.471900,2025-06-08 10:17:25.471900,BR,A,mobile,,0
CUST_000051,35,64420.23962163039,3,2,117.57549771217101,2018-03-12 10:17:25.471900,2025-09-14 10:17:25.471900,PT,A,mobile,péssimo preço - voltaria (id:51),0
CUST_000052,31,19852.52811382861,0,0,112.09973035747586,2019-04-23 10:17:25.471900,2020-01-06 10:17:25.471900,US,A,tablet,ótimo entrega - não recomendo (id:52),0
CUST_000053,47,13544.6207287478,1,1,344.51273592622783,2018-03-12 10:17:25.471900,2018-06-17 10:17:25.471900,BR,C,desktop,excelente atendimento - não volto (id:53),0
CUST_000054,52,13440.036837119673,10,3,216.72104812329525,2017-10-18 10:17:25.471900,2021-05-13 10:17:25.471900,BR,B,mobile,regular atendimento - não recomendo (id:54),0
CUST_000055,51,53647.35519350229,23,6,70.73681349869416,2020-01-22 10:17:25.471900,2021-03-21 10:17:25.471900,BR,B,desktop,ruim produto - recomendo (id:55),0
CUST_000056,29,29723.18219166191,12,3,99.41355832494862,2018-04-07 10:17:25.471900,2024-02-27 10:17:25.471900,ES,A,mobile,péssimo preço - não recomendo (id:56),0
CUST_000057,36,7992.253942519623,0,0,48.18735964254339,2023-01-29 10:17:25.471900,2025-04-05 10:17:25.471900,BR,A,tablet,péssimo serviço - não recomendo (id:57),0
CUST_000058,43,55839.34646568743,15,5,68.08970302718846,2022-09-24 10:17:25.471900,2023-07-02 10:17:25.471900,DE,C,desktop,,0
CUST_000059,51,9940.3020079344,14,5,52.95993616938166,2018-06-23 10:17:25.471900,2023-02-06 10:17:25.471900,PT,C,tablet,,0
CUST_000060,34,41185.40490371185,33,12,57.024778147783884,2024-07-12 10:17:25.471900,2024-08-21 10:17:25.471900,PT,A,mobile,excelente entrega - não volto (id:60),0
CUST_000061,37,45010.40809936294,7,5,95.46047539185811,2016-01-22 10:17:25.471900,2022-10-14 10:17:25.471900,US,A,desktop,regular serviço - faz o trabalho (id:61),0
CUST_000062,26,80581.09708645694,5,1,112.43276961516777,2024-09-10 10:17:25.471900,2025-06-12 10:17:25.471900,BR,B,mobile,bom entrega - não volto (id:62),0
CUST_000063,25,180505.4603998405,7,3,96.44753784368764,2016-01-23 10:17:25.471900,2022-08-07 10:17:25.471900,BR,C,mobile,ótimo produto - não volto (id:63),0
CUST_000064,49,10633.78320286666,8,5,180.93137489366916,2018-10-12 10:17:25.471900,2023-01-07 10:17:25.471900,US,A,mobile,bom preço - faz o trabalho (id:64),1
CUST_000065,56,34640.31754172431,21,7,11.342127621481096,2024-09-14 10:17:25.471900,2025-03-16 10:17:25.471900,ES,B,desktop,ruim atendimento - voltaria (id:65),0
CUST_000066,39,28319.283135073332,15,8,158.80566443852496,2023-07-24 10:17:25.471900,2024-11-28 10:17:25.471900,PT,C,tablet,bom entrega - não recomendo (id:66),0
CUST_000067,52,53657.4025639196,9,2,67.01448438230356,2017-03-22 10:17:25.471900,2019-03-13 10:17:25.471900,BR,A,mobile,ótimo entrega - voltaria (id:67),0
CUST_000068,44,44095.009591456175,11,6,55.36724987581104,2016-06-04 10:17:25.471900,2017-10-25 10:17:25.471900,BR,A,desktop,satisfatório preço - não recomendo (id:68),0
CUST_000069,32,26441.985389926445,11,3,77.44859411780347,2025-08-15 10:17:25.471900,2025-09-23 10:17:25.471900,US,A,tablet,ruim entrega - não volto (id:69),0
CUST_000070,44,24420.739511935863,86,29,86.34906361836481,2019-06-14 10:17:25.471900,2019-09-11 10:17:25.471900,BR,A,mobile,satisfatório preço - recomendo (id:70),0
CUST_000071,58,13295.677087148717,6,3,170.82961851968835,2019-08-24 10:17:25.471900,2023-11-23 10:17:25.471900,BR,B,mobile,ótimo entrega - voltaria (id:71),0
CUST_000072,39,88351.23217462387,40,9,55.55008292367376,2019-02-23 10:17:25.471900,2025-01-16 10:17:25.471900,BR,B,tablet,péssimo entrega - voltaria (id:72),0
CUST_000073,58,54900.83096950203,29,11,179.51771803535487,2017-10-22 10:17:25.471900,2024-09-16 10:17:25.471900,ES,D,tablet,ótimo serviço - recomendo (id:73),0
CUST_000074,18,82949.84093498645,0,0,149.88278666904063,2016-05-31 10:17:25.471900,2020-05-08 10:17:25.471900,US,A,mobile,satisfatório serviço - faz o trabalho (id:74),0
CUST_000075,49,27464.33347086028,119,39,46.306339035633634,2021-06-27 10:17:25.471900,2023-02-13 10:17:25.471900,BR,A,tablet,bom serviço - não recomendo (id:75),0
CUST_000076,41,,33,9,59.50259266520208,2020-12-07 10:17:25.471900,2023-06-23 10:17:25.471900,US,B,mobile,,0
CUST_000077,36,13759.935720948068,27,6,78.32609121482442,2023-04-01 10:17:25.471900,2023-11-21 10:17:25.471900,PT,D,mobile,excelente produto - não recomendo (id:77),0
CUST_000078,41,50162.64099652286,12,4,98.24578561707509,2022-08-04 10:17:25.471900,2024-07-19 10:17:25.471900,BR,A,mobile,regular produto - não recomendo (id:78),0
CUST_000079,18,14245.354006787995,19,8,34.9284719638074,2025-09-03 10:17:25.471900,2025-09-08 10:17:25.471900,US,A,mobile,péssimo atendimento - faz o trabalho (id:79),0
CUST_000080,37,,7,1,83.12688968700147,2025-10-09 10:17:25.471900,,PT,C,mobile,,0
CUST_000081,44,11193.871018601207,0,1,105.13183637883239,2025-07-10 10:17:25.471900,2025-07-24 10:17:25.471900,BR,A,desktop,regular entrega - não volto (id:81),0
CUST_000082,57,46457.54237592348,43,12,2.025903228224422,2018-03-30 10:17:25.471900,2019-09-17 10:17:25.471900,ES,B,desktop,satisfatório preço - faz o trabalho (id:82),0
CUST_000083,33,148771.8549266721,54,17,178.7037186753243,2019-10-12 10:17:25.471900,2024-12-17 10:17:25.471900,US,C,mobile,regular produto - recomendo (id:83),0
CUST_000084,30,62266.621039454556,4,1,19.749569345584632,2021-02-04 10:17:25.471900,2022-01-20 10:17:25.471900,US,A,mobile,bom produto - não volto (id:84),1
CUST_000085,33,42536.012167783025,37,18,133.76474315195955,2019-07-25 10:17:25.471900,2025-08-27 10:17:25.471900,BR,B,desktop,excelente entrega - recomendo (id:85),0
CUST_000086,50,15189.57654127718,32,12,31.783191831183654,2024-12-04 10:17:25.471900,2025-03-06 10:17:25.471900,PT,C,tablet,regular preço - voltaria (id:86),0
CUST_000087,43,10471.449424981385,4,3,74.56695411344303,2018-11-16 10:17:25.471900,2025-10-17 10:17:25.471900,US,B,tablet,excelente preço - não recomendo (id:87),0
CUST_000088,33,,13,9,88.40351038542956,2016-07-30 10:17:25.471900,,ES,A,mobile,,0
CUST_000089,46,140861.51402748597,13,5,170.72813988838476,2019-08-18 10:17:25.471900,2023-02-25 10:17:25.471900,BR,A,desktop,satisfatório produto - recomendo (id:89),0
CUST_000090,41,24465.885767602143,34,10,211.9859321251464,2025-07-10 10:17:25.471900,2025-09-07 10:17:25.471900,US,D,mobile,péssimo serviço - faz o trabalho (id:90),0
CUST_000091,51,13027.849875953012,43,18,36.21325441843138,2022-03-25 10:17:25.471900,2023-10-29 10:17:25.471900,US,C,mobile,regular atendimento - não recomendo (id:91),0
CUST_000092,31,,2,2,79.569483390064,2023-12-26 10:17:25.471900,,US,A,tablet,,0
CUST_000093,36,15022.609431734234,19,7,50.14891505921452,2023-08-13 10:17:25.471900,2023-08-18 10:17:25.471900,PT,A,mobile,,0
CUST_000094,35,32784.425252945286,34,21,75.06381567244395,2022-12-22 10:17:25.471900,2024-08-05 10:17:25.471900,BR,A,mobile,ruim entrega - faz o trabalho (id:94),0
CUST_000095,22,153155.7898674119,37,11,80.4467757147681,2021-10-26 10:17:25.471900,2023-01-27 10:17:25.471900,US,C,mobile,,0
CUST_000096,43,,3,3,134.66147372833285,2018-11-09 10:17:25.471900,,BR,B,mobile,,0
CUST_000097,43,47790.24720224589,17,8,76.4714586461849,2020-05-14 10:17:25.471900,2020-08-10 10:17:25.471900,BR,B,mobile,ruim serviço - faz o trabalho (id:97),0
CUST_000098,40,25333.738017024025,46,14,123.6892450895245,2025-10-10 10:17:25.471900,2025-10-16 10:17:25.471900,BR,B,desktop,satisfatório produto - recomendo (id:98),0
CUST_000099,37,21485.871411899137,9,1,25.138812633100123,2021-05-29 10:17:25.471900,2022-01-02 10:17:25.471900,BR,C,desktop,excelente produto - não recomendo (id:99),0
CUST_000100,23,128679.85284217708,13,3,167.19905450616156,2017-07-26 10:17:25.471900,2024-10-26 10:17:25.471900,BR,D,desktop,péssimo produto - recomendo (id:100),0
CUST_000101,34,,39,15,86.08706410973437,2016-11-14 10:17:25.471900,2020-02-14 10:17:25.471900,BR,B,mobile,,0
CUST_000102,35,5473.422455977618,2,1,53.94449424156916,2024-11-24 10:17:25.471900,2024-12-10 10:17:25.471900,BR,B,mobile,excelente serviço - voltaria (id:102),1
CUST_000103,30,19807.467992157322,47,11,73.79970298989484,2019-07-01 10:17:25.471900,2023-12-09 10:17:25.471900,BR,A,mobile,,0
CUST_000104,38,16774.339238477776,8,7,26.36429570437698,2025-10-20 10:17:25.471900,2025-10-22 10:17:25.471900,BR,D,mobile,ruim serviço - não recomendo (id:104),1
CUST_000105,44,22211.432032623205,0,0,82.92334048495746,2016-03-24 10:17:25.471900,2017-01-13 10:17:25.471900,PT,A,desktop,excelente preço - voltaria (id:105),0
CUST_000106,62,,6,2,158.742625087996,2023-11-13 10:17:25.471900,,PT,B,mobile,,0
CUST_000107,42,,2,2,287.32078376276223,2023-09-02 10:17:25.471900,,ES,C,desktop,,0
CUST_000108,43,,2,1,76.39736136606506,2025-04-27 10:17:25.471900,2025-07-04 10:17:25.471900,PT,A,mobile,,0
CUST_000109,39,118435.74369549779,28,12,88.35434855125803,2024-07-05 10:17:25.471900,2024-12-18 10:17:25.471900,PT,A,mobile,ruim preço - recomendo (id:109),0
CUST_000110,18,19403.039716443152,5,1,92.37537252615667,2023-03-05 10:17:25.471900,2025-04-15 10:17:25.471900,PT,B,mobile,excelente preço - recomendo (id:110),0
CUST_000111,39,194420.68570568677,65,31,135.58242019003893,2018-07-01 10:17:25.471900,2021-10-29 10:17:25.471900,ES,A,mobile,ruim preço - recomendo (id:111),0
CUST_000112,40,19847.298234650225,17,5,35.16064806103355,2018-08-06 10:17:25.471900,2023-08-06 10:17:25.471900,US,B,desktop,péssimo entrega - não recomendo (id:112),0
CUST_000113,69,39351.06730868616,14,6,25.470630766862033,2020-05-24 10:17:25.471900,2023-01-25 10:17:25.471900,BR,A,mobile,ótimo atendimento - recomendo (id:113),0
CUST_000114,37,28195.474466526244,13,11,182.64441144271427,2022-12-18 10:17:25.471900,2025-02-19 10:17:25.471900,US,A,tablet,péssimo serviço - faz o trabalho (id:114),0
CUST_000115,43,40581.89134684401,28,3,142.28564619627423,2020-11-10 10:17:25.471900,2023-12-03 10:17:25.471900,PT,B,desktop,ótimo atendimento - não recomendo (id:115),0
CUST_000116,39,54183.558655295106,14,8,61.213763220941765,2020-11-21 10:17:25.471900,2023-11-30 10:17:25.471900,BR,A,mobile,regular entrega - voltaria (id:116),0
CUST_000117,25,53661.53427404,3,2,149.5515875466596,2019-09-19 10:17:25.471900,2022-01-06 10:17:25.471900,PT,A,mobile,satisfatório serviço - não volto (id:117),0
CUST_000118,53,18438.46779796148,50,17,67.79790839701016,2021-06-23 10:17:25.471900,2024-04-16 10:17:25.471900,BR,C,desktop,ótimo produto - não volto (id:118),0
CUST_000119,49,,13,9,68.47393607406195,2024-10-02 10:17:25.471900,,BR,A,mobile,,0
CUST_000120,49,345536.8632319609,1,2,70.97649205737451,2017-05-15 10:17:25.471900,2022-03-28 10:17:25.471900,PT,A,mobile,excelente serviço - recomendo (id:120),0
CUST_000121,29,23491.973635344733,18,5,40.76510945605477,2020-03-16 10:17:25.471900,2022-03-22 10:17:25.471900,US,D,desktop,ruim produto - não recomendo (id:121),0
CUST_000122,56,68138.05828227715,25,7,134.5911742274552,2015-11-10 10:17:25.471900,2017-01-08 10:17:25.471900,ES,A,mobile,péssimo serviço - não volto (id:122),0
CUST_000123,23,8545.18136937401,7,1,69.91408321900103,2022-10-31 10:17:25.471900,2024-05-20 10:17:25.471900,US,A,mobile,satisfatório preço - recomendo (id:123),0
CUST_000124,47,28235.873321458763,38,11,52.99092183224381,2016-09-26 10:17:25.471900,2017-06-11 10:17:25.471900,BR,B,desktop,ruim produto - faz o trabalho (id:124),0
CUST_000125,66,32387.26452900881,26,8,136.31669639963027,2022-10-26 10:17:25.471900,2025-01-16 10:17:25.471900,ES,B,mobile,excelente preço - faz o trabalho (id:125),0
CUST_000126,28,55577.49115533637,25,5,133.6681077344039,2020-11-12 10:17:25.471900,2023-09-23 10:17:25.471900,ES,C,tablet,péssimo atendimento - não volto (id:126),0
CUST_000127,33,3133.1409322615077,13,4,148.7093339966553,2022-03-02 10:17:25.471900,2023-06-13 10:17:25.471900,ES,A,mobile,ruim produto - voltaria (id:127),1
CUST_000128,41,42172.62326769992,78,29,200.3889627886071,2023-04-21 10:17:25.471900,2023-12-19 10:17:25.471900,PT,A,mobile,ruim atendimento - faz o trabalho (id:128),0
CUST_000129,33,12903.226691147434,7,4,111.90570311920199,2019-05-01 10:17:25.471900,2025-10-07 10:17:25.471900,ES,B,mobile,regular produto - não volto (id:129),0
CUST_000130,21,48625.87813432565,20,6,40.353237004918014,2016-05-24 10:17:25.471900,2024-02-20 10:17:25.471900,BR,B,mobile,péssimo produto - não volto (id:130),0
CUST_000131,40,14289.834978914498,8,2,144.96739511269635,2016-08-10 10:17:25.471900,2022-05-05 10:17:25.471900,US,A,mobile,,0
CUST_000132,27,16815.654948473057,32,8,91.91109844510717,2023-07-25 10:17:25.471900,2023-08-18 10:17:25.471900,BR,A,desktop,,0
CUST_000133,45,28388.37901075171,1,4,7.2997669484053676,2024-07-24 10:17:25.471900,2025-08-07 10:17:25.471900,BR,D,desktop,excelente produto - voltaria (id:133),0
CUST_000134,28,14085.53238146323,1,0,435.6362660368788,2017-05-19 10:17:25.471900,2019-06-07 10:17:25.471900,PT,C,mobile,satisfatório atendimento - faz o trabalho (id:134),0
CUST_000135,58,23671.30887901884,39,16,93.64518321199056,2024-06-27 10:17:25.471900,2024-10-09 10:17:25.471900,PT,A,mobile,,0
CUST_000136,30,12406.326316554778,13,4,35.6921055374333,2016-06-15 10:17:25.471900,2017-12-30 10:17:25.471900,ES,B,mobile,bom produto - faz o trabalho (id:136),1
CUST_000137,36,6975.411444936296,10,4,146.55693398506133,2022-04-02 10:17:25.471900,2025-05-01 10:17:25.471900,PT,C,mobile,excelente atendimento - voltaria (id:137),0
CUST_000138,49,90777.01077057052,22,6,60.777236099439335,2024-03-04 10:17:25.471900,2025-06-19 10:17:25.471900,BR,B,mobile,ótimo entrega - faz o trabalho (id:138),1
CUST_000139,25,11311.284972099018,29,17,87.60936663124151,2016-09-21 10:17:25.471900,2020-02-22 10:17:25.471900,ES,D,desktop,ótimo serviço - não recomendo (id:139),0
CUST_000140,42,30920.887368852014,5,4,124.63662495895076,2022-01-21 10:17:25.471900,2025-08-31 10:17:25.471900,BR,C,mobile,ruim preço - faz o trabalho (id:140),0
CUST_000141,55,71510.67178968903,4,4,90.47256741608456,2018-08-11 10:17:25.471900,2025-07-29 10:17:25.471900,BR,A,mobile,ruim atendimento - recomendo (id:141),0
CUST_000142,20,20880.068188741385,76,34,7.279882010989152,2016-01-31 10:17:25.471900,2020-01-21 10:17:25.471900,BR,A,mobile,bom preço - não volto (id:142),0
CUST_000143,42,17280.788813214036,21,6,110.93454112026224,2023-06-16 10:17:25.471900,2024-05-07 10:17:25.471900,PT,C,mobile,ótimo preço - voltaria (id:143),1
CUST_000144,43,44516.45966156213,11,3,149.5802300608233,2023-10-27 10:17:25.471900,2024-01-19 10:17:25.471900,ES,B,tablet,,0
CUST_000145,49,99323.79417913742,38,11,33.3499695007513,2021-02-08 10:17:25.471900,2024-09-21 10:17:25.471900,US,B,mobile,ótimo serviço - não recomendo (id:145),0
CUST_000146,25,12677.908396431663,17,10,86.49777271008548,2019-01-30 10:17:25.471900,2020-10-20 10:17:25.471900,ES,C,mobile,satisfatório preço - faz o trabalho (id:146),0
CUST_000147,24,31725.211244842776,6,4,130.49973299173496,2018-04-21 10:17:25.471900,2023-09-28 10:17:25.471900,US,A,desktop,bom produto - faz o trabalho (id:147),0
CUST_000148,46,7636.959750374538,5,2,208.73999865037698,2021-07-20 10:17:25.471900,2022-09-15 10:17:25.471900,ES,A,mobile,regular serviço - faz o trabalho (id:148),1
CUST_000149,43,25491.978083309426,12,8,111.20340236792956,2021-11-12 10:17:25.471900,2024-08-30 10:17:25.471900,BR,A,mobile,,0
CUST_000150,43,37450.832415602956,47,24,116.7399994371745,2023-11-08 10:17:25.471900,2025-06-20 10:17:25.471900,DE,C,tablet,ruim produto - faz o trabalho (id:150),0
CUST_000151,44,16828.645832497074,1,2,97.73175396334864,2024-09-18 10:17:25.471900,2024-10-23 10:17:25.471900,BR,A,mobile,ruim serviço - faz o trabalho (id:151),0
CUST_000152,31,24069.658660459085,5,4,80.72232864148488,2023-09-11 10:17:25.471900,2024-09-09 10:17:25.471900,BR,B,mobile,satisfatório produto - voltaria (id:152),0
CUST_000153,42,10225.050384959835,53,12,56.742358166086426,2016-05-07 10:17:25.471900,2024-11-26 10:17:25.471900,BR,A,mobile,bom atendimento - recomendo (id:153),0
CUST_000154,43,38924.17299037461,3,2,36.87145115986405,2020-07-31 10:17:25.471900,2024-11-02 10:17:25.471900,BR,C,tablet,péssimo atendimento - recomendo (id:154),0
CUST_000155,31,93913.06792041419,23,15,50.94760685914616,2022-08-20 10:17:25.471900,2024-03-18 10:17:25.471900,US,B,desktop,bom entrega - não recomendo (id:155),0
CUST_000156,62,13528.72548047821,5,3,99.88390676064061,2024-04-18 10:17:25.471900,2024-07-11 10:17:25.471900,US,A,desktop,regular entrega - faz o trabalho (id:156),0
CUST_000157,45,20735.353273962348,22,8,110.06231937027995,2022-10-10 10:17:25.471900,2024-08-23 10:17:25.471900,PT,C,mobile,,0
CUST_000158,25,57084.71216093519,11,5,178.8098487440049,2020-03-15 10:17:25.471900,2021-10-24 10:17:25.471900,BR,A,desktop,ótimo preço - recomendo (id:158),0
CUST_000159,47,108107.5287529602,2,0,213.77712572224112,2024-05-02 10:17:25.471900,2024-06-13 10:17:25.471900,ES,B,mobile,péssimo produto - recomendo (id:159),0
CUST_000160,28,9472.320271619255,20,0,63.88548439005775,2016-02-18 10:17:25.471900,2024-05-02 10:17:25.471900,PT,C,mobile,péssimo serviço - faz o trabalho (id:160),0
CUST_000161,49,31197.515409810414,27,11,86.82831103705676,2020-01-02 10:17:25.471900,2024-10-04 10:17:25.471900,PT,B,mobile,excelente produto - recomendo (id:161),0
CUST_000162,53,46855.221836911835,27,14,108.51971688245546,2024-02-27 10:17:25.471900,2024-08-20 10:17:25.471900,DE,A,desktop,bom serviço - recomendo (id:162),0
CUST_000163,30,33128.501005444035,24,4,43.55662900695819,2024-10-23 10:17:25.471900,2025-08-26 10:17:25.471900,BR,D,mobile,ótimo produto - voltaria (id:163),0
CUST_000164,51,3908.4147649486004,16,9,180.11004579893196,2017-01-27 10:17:25.471900,2020-09-12 10:17:25.471900,DE,B,mobile,bom preço - não recomendo (id:164),0
CUST_000165,44,57009.9451764891,17,6,98.77721962489177,2019-01-11 10:17:25.471900,2021-10-17 10:17:25.471900,BR,B,mobile,satisfatório entrega - não recomendo (id:165),0
CUST_000166,49,142543.53146165755,24,11,91.62125381793246,2021-03-22 10:17:25.471900,2023-01-19 10:17:25.471900,BR,D,mobile,ótimo preço - recomendo (id:166),0
